region	chr	midPos	Nsites
(116,116)(361259,361259)(350000,400000)	JASDQU010101484.1	375000	2	0.039278
(566,1209)(211016,211698)(200000,250000)	JASDQU010101495.1	225000	645	0.131031
(111,4952)(89001,94226)(50000,100000)	JASDQU010101496.1	75000	4843	0.514326
(938,943)(582630,582659)(550000,600000)	JASDQU010101499.1	575000	7	0.035685
(944,996)(607712,607806)(600000,650000)	JASDQU010101499.1	625000	54	0.068272
(997,1071)(699668,699757)(650000,700000)	JASDQU010101499.1	675000	76	0.146679
(1072,1158)(779904,780000)(750000,800000)	JASDQU010101499.1	775000	88	0.736821
(334,1638)(292555,293975)(250000,300000)	JASDQU010101506.1	275000	1306	0.093622
(1639,1819)(392685,392974)(350000,400000)	JASDQU010101506.1	375000	182	0.015387
(1820,2117)(469832,485085)(450000,500000)	JASDQU010101506.1	475000	299	0.010650
(2118,2173)(517343,517398)(500000,550000)	JASDQU010101506.1	525000	57	0.079276
(2174,2740)(595519,596125)(550000,600000)	JASDQU010101506.1	575000	568	0.783426
(2741,5576)(618204,624520)(600000,650000)	JASDQU010101506.1	625000	2837	0.719817
(5577,5753)(680645,680821)(650000,700000)	JASDQU010101506.1	675000	178	0.008790
(5754,5938)(861097,861286)(850000,900000)	JASDQU010101506.1	875000	186	0.033968
(913,1264)(123262,125365)(100000,150000)	JASDQU010101511.1	125000	353	0.097274
(14,605)(147841,149078)(100000,150000)	JASDQU010101514.1	125000	593	0.170698
(606,836)(155423,155654)(150000,200000)	JASDQU010101514.1	175000	232	0.266963
(1,544)(50672,51239)(50000,100000)	JASDQU010101522.1	75000	545	0.034552
(545,5463)(224895,230062)(200000,250000)	JASDQU010101522.1	225000	4920	0.279172
(5464,5599)(542503,542640)(500000,550000)	JASDQU010101522.1	525000	137	0.036174
(355,485)(153951,154090)(150000,200000)	JASDQU010101524.1	175000	132	0.390964
(486,601)(248374,248492)(200000,250000)	JASDQU010101524.1	225000	117	0.086903
(602,724)(331321,331446)(300000,350000)	JASDQU010101524.1	325000	124	0.007351
(1100,1276)(437611,437790)(400000,450000)	JASDQU010101526.1	425000	178	0.032632
(1277,1668)(561389,562048)(550000,600000)	JASDQU010101526.1	575000	393	-0.000226
(319,2250)(64629,68399)(50000,100000)	JASDQU010101529.1	75000	1933	0.253065
(546,1023)(205579,206058)(200000,250000)	JASDQU010101534.1	225000	479	0.005966
(604,758)(109412,109641)(100000,150000)	JASDQU010101535.1	125000	156	0.324501
(759,779)(314923,314944)(300000,350000)	JASDQU010101535.1	325000	22	-0.005712
(780,1180)(372917,373505)(350000,400000)	JASDQU010101535.1	375000	402	0.036629
(104,242)(50000,50138)(50000,100000)	JASDQU010101538.1	75000	140	0.027295
(243,329)(219342,219446)(200000,250000)	JASDQU010101538.1	225000	88	0.217805
(330,632)(691175,691488)(650000,700000)	JASDQU010101538.1	675000	304	0.036101
(682,1012)(196542,196904)(150000,200000)	JASDQU010101557.1	175000	332	0.104870
(1013,1702)(238933,239633)(200000,250000)	JASDQU010101557.1	225000	691	0.157866
(1703,1982)(376713,376998)(350000,400000)	JASDQU010101557.1	375000	281	0.080365
(1983,2103)(410967,411095)(400000,450000)	JASDQU010101557.1	425000	122	0.076477
(2104,2727)(453256,453891)(450000,500000)	JASDQU010101557.1	475000	625	0.087542
(2728,2810)(599264,599358)(550000,600000)	JASDQU010101557.1	575000	84	0.009933
(2811,2860)(678280,678478)(650000,700000)	JASDQU010101557.1	675000	51	0.067616
(114,954)(352650,353520)(350000,400000)	JASDQU010101564.1	375000	842	0.293884
(955,1480)(543992,544528)(500000,550000)	JASDQU010101564.1	525000	527	0.274531
(1481,4435)(642873,646106)(600000,650000)	JASDQU010101564.1	625000	2956	0.147237
(442,1173)(455388,456143)(450000,500000)	JASDQU010101565.1	475000	733	0.068321
(1174,1429)(624270,630143)(600000,650000)	JASDQU010101565.1	625000	257	0.141239
(1430,1898)(664268,664750)(650000,700000)	JASDQU010101565.1	675000	470	-0.034352
(405,2101)(169387,171214)(150000,200000)	JASDQU010101570.1	175000	1698	0.757397
(2102,3493)(519001,520399)(500000,550000)	JASDQU010101570.1	525000	1393	0.025442
(3494,3704)(649100,649338)(600000,650000)	JASDQU010101570.1	625000	212	0.106463
(3705,4304)(667247,667894)(650000,700000)	JASDQU010101570.1	675000	601	0.024220
(82,527)(95258,96756)(50000,100000)	JASDQU010101582.1	75000	447	0.233368
(243,640)(219229,219631)(200000,250000)	JASDQU010101586.1	225000	399	0.140026
(641,1708)(276304,286059)(250000,300000)	JASDQU010101586.1	275000	1069	0.028345
(1709,2276)(357129,357735)(350000,400000)	JASDQU010101586.1	375000	569	0.133024
(95,334)(314526,314793)(300000,350000)	JASDQU010101589.1	325000	241	0.029544
(1629,1947)(311058,311485)(300000,350000)	JASDQU010101616.1	325000	320	0.025235
(891,1679)(238770,239589)(200000,250000)	JASDQU010101619.1	225000	790	0.453416
(482,620)(125226,125364)(100000,150000)	JASDQU010101622.1	125000	140	0.013619
(609,642)(254413,254525)(250000,300000)	JASDQU010101623.1	275000	35	0.065063
(394,636)(281196,281563)(250000,300000)	JASDQU010101625.1	275000	244	0.032901
(4568,5090)(331553,332121)(300000,350000)	JASDQU010101631.1	325000	524	0.052411
(6,341)(184046,184414)(150000,200000)	JASDQU010101632.1	175000	337	0.216068
(342,404)(329744,329821)(300000,350000)	JASDQU010101632.1	325000	64	0.003280
(42,218)(171620,171868)(150000,200000)	JASDQU010101641.1	175000	178	0.117470
(219,2025)(204890,210049)(200000,250000)	JASDQU010101641.1	225000	1808	0.422320
(2026,3800)(502593,504539)(500000,550000)	JASDQU010101641.1	525000	1776	0.346661
(295,772)(62398,62915)(50000,100000)	JASDQU010101643.1	75000	479	0.241828
(598,1155)(263781,283849)(250000,300000)	JASDQU010101659.1	275000	559	0.027117
(1156,1557)(360240,368434)(350000,400000)	JASDQU010101659.1	375000	403	0.045575
(1558,2099)(458324,477010)(450000,500000)	JASDQU010101659.1	475000	543	0.081179
(2100,2414)(520137,520466)(500000,550000)	JASDQU010101659.1	525000	316	0.127882
(355,379)(379489,379530)(350000,400000)	JASDQU010101667.1	375000	26	0.038151
(380,1069)(403674,439994)(400000,450000)	JASDQU010101667.1	425000	691	0.021188
(1070,1207)(556868,590238)(550000,600000)	JASDQU010101667.1	575000	139	0.107574
(1208,1776)(608970,617666)(600000,650000)	JASDQU010101667.1	625000	570	0.016618
(1777,3062)(901335,904203)(900000,950000)	JASDQU010101667.1	925000	1287	-0.004960
(1301,1689)(411843,412471)(400000,450000)	JASDQU010101677.1	425000	390	0.070802
(56,870)(537651,538513)(500000,550000)	JASDQU010101678.1	525000	816	-0.005791
(72,1225)(101693,138857)(100000,150000)	JASDQU010101687.1	125000	1155	0.344735
(1226,1314)(194148,194241)(150000,200000)	JASDQU010101687.1	175000	90	0.596371
(211,313)(392836,392948)(350000,400000)	JASDQU010101688.1	375000	104	0.045832
(314,2658)(418469,448533)(400000,450000)	JASDQU010101688.1	425000	2346	0.351699
(2659,2812)(477727,478052)(450000,500000)	JASDQU010101688.1	475000	155	0.055968
(2813,3243)(623255,625696)(600000,650000)	JASDQU010101688.1	625000	432	-0.018817
(568,957)(369757,370146)(350000,400000)	JASDQU010101698.1	375000	391	0.015197
(101,109)(297917,297925)(250000,300000)	JASDQU010101700.1	275000	10	0.046135
(2106,7295)(356366,362578)(350000,400000)	JASDQU010101717.1	375000	5191	0.753313
(7296,7358)(460546,460645)(450000,500000)	JASDQU010101717.1	475000	64	0.078294
(7359,7628)(590665,590959)(550000,600000)	JASDQU010101717.1	575000	271	0.023903
(7629,8378)(638343,639103)(600000,650000)	JASDQU010101717.1	625000	751	0.736007
(768,840)(100814,101003)(100000,150000)	JASDQU010101718.1	125000	74	0.036376
(841,1594)(450029,460058)(450000,500000)	JASDQU010101718.1	475000	755	0.256515
(1595,1882)(549711,549999)(500000,550000)	JASDQU010101718.1	525000	289	0.675046
(204,264)(326164,326230)(300000,350000)	JASDQU010101719.1	325000	62	-0.004261
(265,1060)(439680,449976)(400000,450000)	JASDQU010101719.1	425000	797	0.375891
(211,299)(94323,94421)(50000,100000)	JASDQU010101720.1	75000	90	0.034221
(78,582)(126588,127092)(100000,150000)	JASDQU010101721.1	125000	506	0.129180
(133,593)(86139,86620)(50000,100000)	JASDQU010101722.1	75000	462	0.392605
(2260,6568)(272223,299102)(250000,300000)	JASDQU010101725.1	275000	4310	0.422472
(563,2235)(245494,248272)(200000,250000)	JASDQU010101727.1	225000	1674	0.068726
(2236,2937)(262143,278632)(250000,300000)	JASDQU010101727.1	275000	703	0.032703
(74,614)(590645,591189)(550000,600000)	JASDQU010101734.1	575000	542	0.501228
(2705,4546)(250000,251912)(250000,300000)	JASDQU010101742.1	275000	1843	0.009623
(793,2326)(91572,93258)(50000,100000)	JASDQU010101752.1	75000	1535	0.403169
(2327,3247)(270488,271416)(250000,300000)	JASDQU010101752.1	275000	922	0.260390
(3248,3641)(349050,349999)(300000,350000)	JASDQU010101752.1	325000	395	0.005362
(1740,2597)(366100,367511)(350000,400000)	JASDQU010101758.1	375000	859	0.000831
(2598,2804)(692187,692458)(650000,700000)	JASDQU010101758.1	675000	208	0.057241
(341,545)(272949,273478)(250000,300000)	JASDQU010101760.1	275000	206	0.103514
(546,795)(344886,345178)(300000,350000)	JASDQU010101760.1	325000	251	0.174336
(167,1897)(668430,673265)(650000,700000)	JASDQU010101761.1	675000	1732	0.290766
(1898,3653)(816136,843382)(800000,850000)	JASDQU010101761.1	825000	1757	0.049496
(37,80)(376983,377031)(350000,400000)	JASDQU010101762.1	375000	45	0.013607
(81,427)(404060,404496)(400000,450000)	JASDQU010101762.1	425000	348	0.016927
(428,2631)(494867,499098)(450000,500000)	JASDQU010101762.1	475000	2205	0.625560
(2632,2659)(565076,565109)(550000,600000)	JASDQU010101762.1	575000	29	0.082472
(2660,3912)(771256,772526)(750000,800000)	JASDQU010101762.1	775000	1254	0.357355
(312,965)(413424,414140)(400000,450000)	JASDQU010101763.1	425000	655	0.009284
(374,952)(164416,165023)(150000,200000)	JASDQU010101768.1	175000	580	0.241359
(378,933)(396534,397216)(350000,400000)	JASDQU010101772.1	375000	557	0.291685
(85,1331)(113830,116891)(100000,150000)	JASDQU010101773.1	125000	1248	0.291997
(1332,1415)(239114,239197)(200000,250000)	JASDQU010101773.1	225000	85	0.120209
(2569,5176)(500181,507192)(500000,550000)	JASDQU010101783.1	525000	2609	0.535767
(517,1370)(645791,647079)(600000,650000)	JASDQU010101786.1	625000	855	0.071528
(401,1713)(72504,81345)(50000,100000)	JASDQU010101788.1	75000	1314	0.191879
(1714,2096)(190677,191301)(150000,200000)	JASDQU010101788.1	175000	384	0.453837
(2097,2255)(277544,277813)(250000,300000)	JASDQU010101788.1	275000	160	0.439210
(2256,3240)(340437,349446)(300000,350000)	JASDQU010101788.1	325000	986	0.034024
(68,109)(71232,71287)(50000,100000)	JASDQU010101794.1	75000	43	0.038682
(110,417)(383870,384301)(350000,400000)	JASDQU010101794.1	375000	309	0.017659
(418,680)(502618,503012)(500000,550000)	JASDQU010101794.1	525000	264	0.050692
(681,1901)(550803,552070)(550000,600000)	JASDQU010101794.1	575000	1222	0.344687
(574,1121)(150592,188476)(150000,200000)	JASDQU010101801.1	175000	549	0.041823
(1063,1115)(191249,191311)(150000,200000)	JASDQU010101808.1	175000	54	0.023090
(1116,1329)(382166,382459)(350000,400000)	JASDQU010101808.1	375000	215	0.114318
(1330,1330)(432378,432378)(400000,450000)	JASDQU010101808.1	425000	2	0.030729
(1331,1696)(452274,452677)(450000,500000)	JASDQU010101808.1	475000	367	0.294677
(1697,2642)(502060,503658)(500000,550000)	JASDQU010101808.1	525000	947	0.268138
(2643,3004)(699194,699889)(650000,700000)	JASDQU010101808.1	675000	363	0.012689
(3005,7387)(741882,749653)(700000,750000)	JASDQU010101808.1	725000	4384	0.085515
(103,662)(169433,170062)(150000,200000)	JASDQU010101821.1	175000	561	0.152821
(663,4150)(251253,297859)(250000,300000)	JASDQU010101821.1	275000	3489	0.095383
(4151,5493)(412915,442511)(400000,450000)	JASDQU010101821.1	425000	1344	0.077772
(730,1799)(845148,846322)(800000,850000)	JASDQU010101823.1	825000	1071	0.007137
(341,780)(405231,405961)(400000,450000)	JASDQU010101825.1	425000	441	0.004873
(7703,11408)(56773,62903)(50000,100000)	JASDQU010101829.1	75000	3707	0.174022
(11409,11808)(313655,314099)(300000,350000)	JASDQU010101829.1	325000	401	0.348685
(11809,12778)(357589,372506)(350000,400000)	JASDQU010101829.1	375000	971	0.221854
(12779,13432)(537890,538558)(500000,550000)	JASDQU010101829.1	525000	655	0.192139
(13433,13457)(577339,577371)(550000,600000)	JASDQU010101829.1	575000	26	0.032214
(13458,13939)(626588,627073)(600000,650000)	JASDQU010101829.1	625000	483	0.034660
(13940,16832)(838440,843324)(800000,850000)	JASDQU010101829.1	825000	2894	0.127087
(444,2310)(302067,335075)(300000,350000)	JASDQU010101830.1	325000	1868	0.356141
(9,708)(139231,140163)(100000,150000)	JASDQU010101832.1	125000	701	0.036104
(44,4243)(206835,215069)(200000,250000)	JASDQU010101834.1	225000	4201	0.168905
(4244,4496)(340531,340841)(300000,350000)	JASDQU010101834.1	325000	254	0.016669
(4497,4539)(426035,426081)(400000,450000)	JASDQU010101834.1	425000	44	0.266067
(4540,4574)(782081,782135)(750000,800000)	JASDQU010101834.1	775000	36	0.026416
(1479,1639)(131584,131761)(100000,150000)	JASDQU010101839.1	125000	162	0.184868
(1640,2182)(161490,162039)(150000,200000)	JASDQU010101839.1	175000	544	0.599990
(2183,2386)(279660,279986)(250000,300000)	JASDQU010101839.1	275000	205	0.094339
(2387,3604)(392641,393868)(350000,400000)	JASDQU010101839.1	375000	1219	0.210242
(80,127)(308596,349326)(300000,350000)	JASDQU010101840.1	325000	49	0.013472
(128,578)(519351,519807)(500000,550000)	JASDQU010101840.1	525000	452	0.041160
(913,1018)(98689,98804)(50000,100000)	JASDQU010101848.1	75000	107	-0.014556
(892,1403)(272277,299999)(250000,300000)	JASDQU010101862.1	275000	513	-0.009837
(341,389)(226395,226496)(200000,250000)	JASDQU010101864.1	225000	50	0.133588
(390,1090)(477094,477802)(450000,500000)	JASDQU010101864.1	475000	702	0.199245
(316,427)(249887,249999)(200000,250000)	JASDQU010101865.1	225000	113	0.031594
(428,582)(250000,250199)(250000,300000)	JASDQU010101865.1	275000	156	0.030086
(93,935)(270385,271230)(250000,300000)	JASDQU010101867.1	275000	844	0.066929
(477,569)(227697,227793)(200000,250000)	JASDQU010101870.1	225000	94	0.064158
(6,10)(279849,279854)(250000,300000)	JASDQU010101872.1	275000	6	-0.026180
(423,768)(82570,82922)(50000,100000)	JASDQU010101878.1	75000	347	-0.002921
(7940,8631)(344211,344905)(300000,350000)	JASDQU010101879.1	325000	693	0.177962
(220,234)(110798,110813)(100000,150000)	JASDQU010101884.1	125000	16	0.039451
(235,672)(195051,195621)(150000,200000)	JASDQU010101884.1	175000	439	0.005114
(673,1011)(248378,248716)(200000,250000)	JASDQU010101884.1	225000	340	0.099234
(1012,1551)(281612,282243)(250000,300000)	JASDQU010101884.1	275000	541	0.026285
(175,226)(219101,219163)(200000,250000)	JASDQU010101888.1	225000	53	0.001884
(1133,1822)(316055,332230)(300000,350000)	JASDQU010101893.1	325000	691	0.073310
(109,424)(246555,246910)(200000,250000)	JASDQU010101904.1	225000	317	0.182915
(425,659)(306876,307117)(300000,350000)	JASDQU010101904.1	325000	236	0.035677
(660,2523)(356056,359935)(350000,400000)	JASDQU010101904.1	375000	1865	0.091599
(2524,4153)(637323,640089)(600000,650000)	JASDQU010101904.1	625000	1631	0.396293
(1251,1338)(217903,218008)(200000,250000)	JASDQU010101911.1	225000	89	0.458770
(19,601)(356940,392123)(350000,400000)	JASDQU010101915.1	375000	584	0.138654
(1140,1275)(88723,88861)(50000,100000)	JASDQU010101917.1	75000	137	0.040887
(284,586)(73481,73831)(50000,100000)	JASDQU010101930.1	75000	304	0.056619
(291,1619)(51821,96616)(50000,100000)	JASDQU010101931.1	75000	1330	0.022381
(618,748)(428858,429014)(400000,450000)	JASDQU010101937.1	425000	132	0.072210
(1517,2147)(400000,400650)(400000,450000)	JASDQU010101944.1	425000	632	0.212110
(1107,1739)(73399,74104)(50000,100000)	JASDQU010101952.1	75000	634	0.525887
(121,417)(110198,110528)(100000,150000)	JASDQU010101958.1	125000	298	0.404970
(418,1499)(225909,227014)(200000,250000)	JASDQU010101958.1	225000	1083	0.538374
(496,3429)(283218,286223)(250000,300000)	JASDQU010101964.1	275000	2935	0.141940
(125,295)(146578,146764)(100000,150000)	JASDQU010101968.1	125000	172	0.220804
(296,1533)(245243,247356)(200000,250000)	JASDQU010101968.1	225000	1239	0.278974
(1534,2139)(270776,274135)(250000,300000)	JASDQU010101968.1	275000	607	0.392851
(2140,2291)(314271,341904)(300000,350000)	JASDQU010101968.1	325000	153	0.175510
(2292,2562)(602184,602482)(600000,650000)	JASDQU010101968.1	625000	272	0.246256
(2563,4497)(712283,714219)(700000,750000)	JASDQU010101968.1	725000	1936	0.305182
(17,21)(261394,261399)(250000,300000)	JASDQU010101974.1	275000	6	0.068959
(22,478)(305484,305947)(300000,350000)	JASDQU010101974.1	325000	458	0.000096
(479,2439)(350391,353202)(350000,400000)	JASDQU010101974.1	375000	1962	0.399750
(270,385)(95132,95337)(50000,100000)	JASDQU010101980.1	75000	117	-0.023369
(840,1870)(231617,248487)(200000,250000)	JASDQU010101985.1	225000	1032	0.056705
(1430,1471)(96270,96313)(50000,100000)	JASDQU010101990.1	75000	43	0.057268
(1472,2534)(120642,126813)(100000,150000)	JASDQU010101990.1	125000	1064	0.057002
(62,163)(307953,308077)(300000,350000)	JASDQU010101999.1	325000	103	0.038381
(164,2885)(407677,443264)(400000,450000)	JASDQU010101999.1	425000	2723	0.102317
(657,695)(164526,164574)(150000,200000)	JASDQU010102011.1	175000	40	0.206967
(696,970)(249234,249782)(200000,250000)	JASDQU010102011.1	225000	276	0.014703
(971,1182)(502422,502692)(500000,550000)	JASDQU010102011.1	525000	213	0.188949
(24,27)(686058,686062)(650000,700000)	JASDQU010102014.1	675000	5	0.068363
(28,547)(729766,730293)(700000,750000)	JASDQU010102014.1	725000	521	0.018488
(598,1792)(347630,348865)(300000,350000)	JASDQU010102020.1	325000	1196	0.282240
(1793,5925)(372825,379927)(350000,400000)	JASDQU010102020.1	375000	4134	0.392274
(412,1164)(439016,439782)(400000,450000)	JASDQU010102025.1	425000	754	0.344932
(1165,1536)(454724,455169)(450000,500000)	JASDQU010102025.1	475000	373	0.065311
(1537,2594)(506649,516598)(500000,550000)	JASDQU010102025.1	525000	1059	0.090690
(1907,2005)(184542,184650)(150000,200000)	JASDQU010102027.1	175000	100	0.126321
(409,2364)(172216,184834)(150000,200000)	JASDQU010102033.1	175000	1957	0.640166
(1082,4789)(153133,156879)(150000,200000)	JASDQU010102039.1	175000	3709	0.176278
(77,4172)(76577,81664)(50000,100000)	JASDQU010102041.1	75000	4097	0.315842
(308,1261)(351469,354145)(350000,400000)	JASDQU010102053.1	375000	955	0.303079
(702,1595)(56106,81604)(50000,100000)	JASDQU010102070.1	75000	895	0.080202
(1596,1656)(288961,289025)(250000,300000)	JASDQU010102070.1	275000	62	0.014591
(1657,2009)(306872,307253)(300000,350000)	JASDQU010102070.1	325000	354	0.013279
(560,1231)(239103,240029)(200000,250000)	JASDQU010102073.1	225000	673	0.214925
(427,663)(441975,442236)(400000,450000)	JASDQU010102074.1	425000	238	0.058303
(1680,2124)(201178,201642)(200000,250000)	JASDQU010102075.1	225000	446	0.033260
(1789,2027)(101958,102202)(100000,150000)	JASDQU010102078.1	125000	240	0.025396
(2028,2691)(225946,226647)(200000,250000)	JASDQU010102078.1	225000	665	0.091123
(174,1283)(154139,155249)(150000,200000)	JASDQU010102080.1	175000	1111	0.373996
(1284,2696)(282935,284357)(250000,300000)	JASDQU010102080.1	275000	1414	0.218220
(921,1405)(260785,261358)(250000,300000)	JASDQU010102083.1	275000	486	0.208622
(280,858)(50107,50718)(50000,100000)	JASDQU010102086.1	75000	580	0.016585
(859,1042)(126829,129596)(100000,150000)	JASDQU010102086.1	125000	185	0.037595
(1043,1570)(254543,255086)(250000,300000)	JASDQU010102086.1	275000	529	0.013837
(1571,2453)(359264,360633)(350000,400000)	JASDQU010102086.1	375000	884	0.516812
